6026232, 2159557, 2160840, 1651954, 1745178, 1511690, 1526230, 1367149, 1293596, 1247839, 1400932, 1124680, 1161456, 1105008, 1170865, 963034, 921981, 871093, 1316261, 810796, 935237, 824908, 758624, 688920, 658985, 592275, 732966, 723986, 688492, 800105, 765039, 618360, 518293, 585432, 505892, 561484, 789414, 673525, 467832, 432339, 392569, 356648, 429773, 366911, 381878, 361351, 463129, 396845, 422075, 405398, 
5974488, 2153997, 2006036, 1758435, 1634420, 1464650, 1562578, 1386393, 1280339, 1782810, 1199516, 1146917, 1195239, 1026324, 1039153, 1106719, 1479189, 1253398, 1499716, 1390669, 1397511, 1250832, 1054548, 732111, 586716, 529412, 599544, 562340, 520859, 573886, 599971, 577734, 474247, 462701, 499050, 533688, 479806, 735105, 610236, 395134, 397273, 355792, 435332, 369904, 420365, 366056, 427635, 426352, 478096, 386582, 
9113329, 3508317, 2437947, 3069563, 2999004, 2600021, 5823961, 14614425, 2263472, 2035114, 2579922, 1657086, 5413003, 6456432, 4062104, 1282049, 1135798, 1122541, 1256392, 1171293, 1274780, 1292741, 1201226, 1184121, 1133660, 1125108, 1176851, 1175568, 1152476, 1109285, 1170437, 1185832, 1091325, 1144778, 1098166, 1080633, 1080206, 1152477, 1164023, 1213628, 1205930, 1203365, 1215338, 1124680, 1121686, 1239713, 1208069, 1185404, 1196523, 1042146, 
7118839, 3551508, 2907490, 2794594, 2522619, 2849331, 2225840, 1983371, 1660506, 1687875, 1693862, 1483894, 1837548, 1450110, 1193102, 1129384, 1480045, 1316260, 1016061, 994679, 1134088, 1074219, 836454, 852277, 973725, 868527, 861257, 793690, 897179, 729546, 679939, 647439, 610235, 698756, 821487, 1291458, 1165733, 1041719, 969876, 1003232, 1033594, 1014778, 1027607, 1034449, 979711, 1024613, 962607, 736815, 882639, 625630, 
5522050, 1995344, 1891857, 1624585, 1630144, 1484748, 1458236, 1471492, 1331228, 1224319, 1114845, 1155897, 1087048, 1147772, 1264089, 1008363, 994252, 853560, 1063528, 836882, 911717, 677801, 679512, 727835, 613656, 703459, 780861, 690203, 590564, 554215, 590136, 818065, 908724, 752210, 1068233, 696190, 848856, 490498, 521714, 408819, 443030, 411813, 435332, 639315, 388292, 376746, 400266, 517438, 459707, 460135, 
7358743, 3321869, 2674856, 2161267, 3052886, 2511073, 2759956, 2909201, 2278439, 2156990, 1868337, 1822153, 1661790, 1752448, 1451821, 1460801, 1394090, 1259385, 1480045, 1179417, 1530505, 1672053, 1525374, 1187970, 1008364, 951060, 1043429, 1007081, 992968, 919843, 915139, 1087048, 863395, 782145, 799677, 942936, 783000, 765894, 673098, 656847, 663689, 652143, 762901, 745795, 659413, 738098, 672670, 701322, 716716, 712868, 
6126298, 2104392, 2013734, 1860640, 1672908, 1506985, 1575835, 1432577, 1284188, 1364155, 1248266, 1181128, 1220470, 972869, 1023758, 1035732, 1101588, 1690441, 1751593, 1356030, 1501854, 800533, 830467, 742374, 671387, 697900, 656848, 768888, 639742, 693196, 631616, 623064, 515300, 563195, 518294, 552504, 606815, 458852, 476385, 430200, 387010, 380595, 460135, 374608, 417799, 378457, 449872, 390431, 468260, 617505, 
5874421, 2151859, 1986792, 1767842, 1694717, 1450111, 1557447, 1328234, 1325668, 1255963, 1132805, 1265799, 1181983, 1074219, 1085338, 1075502, 878790, 801815, 981422, 858263, 847572, 795401, 767177, 674808, 688065, 728263, 697901, 774875, 644446, 601683, 569610, 777441, 504181, 733822, 604676, 664117, 535399, 630762, 575596, 472536, 460991, 413095, 487504, 410957, 380168, 379740, 414379, 437898, 712867, 753065, 
9127013, 3478383, 3235486, 3058873, 2594033, 2363966, 2219425, 2179228, 2007746, 2076596, 1858502, 1981660, 1851659, 1564289, 1481327, 1506131, 1426163, 1251260, 2061200, 1147773, 1059679, 840303, 797111, 933527, 991258, 645729, 809086, 970731, 649578, 445596, 575169, 823197, 685926, 976290, 896750, 988692, 848428, 755631, 689347, 674380, 666255, 670532, 837736, 679940, 653853, 932244, 688920, 782144, 680795, 669676, 
6057449, 2158273, 2179655, 1824718, 1592512, 1463795, 1734487, 2286137, 1814883, 1308136, 1145207, 1206786, 1067377, 1012640, 1248694, 922408, 936520, 791125, 1129384, 800105, 835171, 667966, 731256, 835599, 722276, 653426, 1333366, 1365011, 1026752, 1156325, 682078, 682933, 539248, 473392, 586287, 559774, 495629, 419510, 449872, 374180, 367767, 374609, 427207, 413096, 570465, 432766, 434477, 417799, 412668, 342963, 
8728885, 2229689, 2239524, 2073602, 2790745, 2514921, 2365677, 2241235, 2180083, 2165116, 2050937, 1933338, 1981661, 1696856, 1867910, 1663500, 1627151, 1460801, 1590802, 1366721, 1609618, 1298727, 1326524, 1223891, 1092180, 3711871, 1089614, 1267510, 1137081, 987409, 1057542, 1099449, 892047, 558491, 939086, 895895, 756487, 711157, 511879, 375036, 395135, 378030, 469971, 385299, 398555, 372470, 492208, 408392, 670532, 836881, 
5882119, 2715054, 2147583, 1796067, 1917943, 1686165, 1642545, 2208307, 1683599, 1866199, 2194196, 1571986, 1657085, 1249122, 1240996, 1075929, 990830, 1336359, 1933338, 1029317, 1011785, 817638, 799677, 706453, 766750, 731683, 735960, 812079, 735104, 671387, 822342, 932244, 613229, 824053, 1044712, 815928, 888198, 716716, 673097, 3119170, 822342, 616650, 1076785, 537110, 375464, 403688, 521287, 399838, 450727, 719709, 
6154950, 2188208, 2221991, 1817021, 1580539, 1707974, 2529889, 2294689, 2201892, 1457808, 1123824, 1192246, 1187542, 1045567, 1016916, 962179, 924975, 1087904, 977146, 813790, 924974, 886060, 708164, 713295, 647439, 615366, 725268, 826191, 624347, 581156, 591420, 680368, 520859, 591420, 581584, 600827, 668393, 553787, 475957, 476385, 452866, 445595, 480662, 378029, 428062, 372043, 507603, 591420, 608952, 750927, 
8380790, 3642167, 3436475, 2376367, 1816166, 2492256, 2467026, 2242090, 1944029, 1935048, 1784949, 1939325, 1872613, 1690869, 1382544, 1507413, 1285898, 1144779, 1621164, 1226885, 1336359, 1245273, 1188825, 812506, 569183, 553787, 1035732, 1092607, 781717, 781289, 697045, 953626, 796684, 768033, 763328, 1010502, 774447, 933527, 662834, 613229, 624347, 608524, 798822, 599544, 401977, 337404, 395563, 363490, 436187, 469971, 
11138608, 3532265, 2962655, 1791790, 1813173, 1569848, 1669059, 1738337, 1792218, 2119359, 2144589, 2081300, 1996627, 1759718, 1771691, 1654520, 1593795, 1398794, 1799488, 1223891, 1349188, 1213628, 1480472, 1280766, 1074219, 1048988, 1238431, 1177707, 1138792, 950205, 913856, 975435, 883494, 970304, 984844, 1023330, 829612, 833033, 737670, 688493, 730401, 431484, 513590, 661124, 461846, 370759, 697472, 666683, 1007936, 703887, 
6101924, 2219853, 2290841, 1722941, 1583104, 1718238, 1609190, 1386393, 1321392, 1364155, 1365011, 1174286, 1150338, 1000666, 1096884, 1209351, 1362017, 791125, 1342346, 1208924, 1350899, 894612, 924975, 750071, 641452, 569182, 622637, 650432, 505892, 610236, 575169, 994679, 830895, 702177, 566188, 564478, 747934, 741519, 738526, 671387, 712440, 686782, 801388, 644873, 380596, 335693, 369049, 435760, 340397, 346384, 
